x3/4 : ['a', 'b', 'c', 'e', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z']
x0/10 : ['d', 'h', 'x', 'b', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p', 'k', 'n', 'a', 'c', 'u', 'r']
s5 : ['n', 'a', 'c', 'u', 'r', 'd', 'h', 'x', 'b', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p', 'k']
x7/8 : ['n', 'a', 'c', 'u', 'r', 'd', 'h', 'b', 'x', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p', 'k']
s1 : ['k', 'n', 'a', 'c', 'u', 'r', 'd', 'h', 'b', 'x', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p']
x4/1 : ['k', 'u', 'a', 'c', 'n', 'r', 'd', 'h', 'b', 'x', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p']
s6 : ['l', 'g', 'v', 'q', 'o', 'p', 'k', 'u', 'a', 'c', 'n', 'r', 'd', 'h', 'b', 'x', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e']
x7/9 : ['l', 'g', 'v', 'q', 'o', 'p', 'k', 'c', 'a', 'u', 'n', 'r', 'd', 'h', 'b', 'x', 't', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e']
s10 : ['t', 'z', 'j', 'y', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'p', 'k', 'c', 'a', 'u', 'n', 'r', 'd', 'h', 'b', 'x']
x3/15 : ['t', 'z', 'j', 'p', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'y', 'k', 'c', 'a', 'u', 'n', 'r', 'd', 'h', 'b', 'x']
pd/p : ['t', 'z', 'j', 'd', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'g', 'v', 'q', 'o', 'y', 'k', 'c', 'a', 'u', 'n', 'r', 'p', 'h', 'b', 'x']
x2/11 : ['t', 'z', 'g', 'd', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'j', 'v', 'q', 'o', 'y', 'k', 'c', 'a', 'u', 'n', 'r', 'p', 'h', 'b', 'x']
s9 : ['c', 'a', 'u', 'n', 'r', 'p', 'h', 'b', 'x', 't', 'z', 'g', 'd', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'j', 'v', 'q', 'o', 'y', 'k']
x0/10 : ['z', 'a', 'u', 'n', 'r', 'p', 'h', 'b', 'x', 't', 'c', 'g', 'd', 's', 'i', 'w', 'm', 'f', 'e', 'l', 'j', 'v', 'q', 'o', 'y', 'k']
pa/f : ['z', 'f', 'u', 'n', 'r', 'p', 'h', 'b', 'x', 't', 'c', 'g', 'd', 's', 'i', 'w', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y', 'k']
x15/4 : ['z', 'f', 'u', 'n', 'w', 'p', 'h', 'b', 'x', 't', 'c', 'g', 'd', 's', 'i', 'r', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y', 'k']
s1 : ['k', 'z', 'f', 'u', 'n', 'w', 'p', 'h', 'b', 'x', 't', 'c', 'g', 'd', 's', 'i', 'r', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y']
x6/10 : ['k', 'z', 'f', 'u', 'n', 'w', 't', 'h', 'b', 'x', 'p', 'c', 'g', 'd', 's', 'i', 'r', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y']
pb/p : ['k', 'z', 'f', 'u', 'n', 'w', 't', 'h', 'p', 'x', 'b', 'c', 'g', 'd', 's', 'i', 'r', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y']
x4/14 : ['k', 'z', 'f', 'u', 's', 'w', 't', 'h', 'p', 'x', 'b', 'c', 'g', 'd', 'n', 'i', 'r', 'm', 'a', 'e', 'l', 'j', 'v', 'q', 'o', 'y']
s7 : ['e', 'l', 'j', 'v', 'q', 'o', 'y', 'k', 'z', 'f', 'u', 's', 'w', 't', 'h', 'p', 'x', 'b', 'c', 'g', 'd', 'n', 'i', 'r', 'm', 'a']
x2/13 : ['e', 'l', 't', 'v', 'q', 'o', 'y', 'k', 'z', 'f', 'u', 's', 'w', 'j', 'h', 'p', 'x', 'b', 'c', 'g', 'd', 'n', 'i', 'r', 'm', 'a']
pg/c : ['e', 'l', 't', 'v', 'q', 'o', 'y', 'k', 'z', 'f', 'u', 's', 'w', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r', 'm', 'a']
x12/10 : ['e', 'l', 't', 'v', 'q', 'o', 'y', 'k', 'z', 'f', 'w', 's', 'u', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r', 'm', 'a']
s1 : ['a', 'e', 'l', 't', 'v', 'q', 'o', 'y', 'k', 'z', 'f', 'w', 's', 'u', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r', 'm']
x13/4 : ['a', 'e', 'l', 't', 'u', 'q', 'o', 'y', 'k', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r', 'm']
s1 : ['m', 'a', 'e', 'l', 't', 'u', 'q', 'o', 'y', 'k', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r']
x1/7 : ['m', 'o', 'e', 'l', 't', 'u', 'q', 'a', 'y', 'k', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c', 'd', 'n', 'i', 'r']
s4 : ['d', 'n', 'i', 'r', 'm', 'o', 'e', 'l', 't', 'u', 'q', 'a', 'y', 'k', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c']
x4/5 : ['d', 'n', 'i', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'q', 'a', 'y', 'k', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c']
pn/k : ['d', 'k', 'i', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'q', 'a', 'y', 'n', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c']
x11/10 : ['d', 'k', 'i', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v', 'j', 'h', 'p', 'x', 'b', 'g', 'c']
pj/i : ['d', 'k', 'j', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v', 'i', 'h', 'p', 'x', 'b', 'g', 'c']
x1/0 : ['k', 'd', 'j', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v', 'i', 'h', 'p', 'x', 'b', 'g', 'c']
s7 : ['i', 'h', 'p', 'x', 'b', 'g', 'c', 'k', 'd', 'j', 'r', 'o', 'm', 'e', 'l', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v']
x14/6 : ['i', 'h', 'p', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'o', 'm', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v']
s9 : ['a', 'q', 'y', 'n', 'z', 'f', 'w', 's', 'v', 'i', 'h', 'p', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'o', 'm', 'e', 'c', 't', 'u']
x11/5 : ['a', 'q', 'y', 'n', 'z', 'p', 'w', 's', 'v', 'i', 'h', 'f', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'o', 'm', 'e', 'c', 't', 'u']
s10 : ['k', 'd', 'j', 'r', 'o', 'm', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'n', 'z', 'p', 'w', 's', 'v', 'i', 'h', 'f', 'x', 'b', 'g', 'l']
x4/13 : ['k', 'd', 'j', 'r', 'n', 'm', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'o', 'z', 'p', 'w', 's', 'v', 'i', 'h', 'f', 'x', 'b', 'g', 'l']
s7 : ['i', 'h', 'f', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'n', 'm', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'o', 'z', 'p', 'w', 's', 'v']
x1/12 : ['i', 'm', 'f', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'n', 'h', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'o', 'z', 'p', 'w', 's', 'v']
s9 : ['a', 'q', 'y', 'o', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x', 'b', 'g', 'l', 'k', 'd', 'j', 'r', 'n', 'h', 'e', 'c', 't', 'u']
x3/14 : ['a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x', 'b', 'o', 'l', 'k', 'd', 'j', 'r', 'n', 'h', 'e', 'c', 't', 'u']
s13 : ['b', 'o', 'l', 'k', 'd', 'j', 'r', 'n', 'h', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x']
x0/1 : ['o', 'b', 'l', 'k', 'd', 'j', 'r', 'n', 'h', 'e', 'c', 't', 'u', 'a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x']
pc/d : ['o', 'b', 'l', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 'd', 't', 'u', 'a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x']
x11/10 : ['o', 'b', 'l', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 't', 'd', 'u', 'a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'v', 'i', 'm', 'f', 'x']
s7 : ['w', 's', 'v', 'i', 'm', 'f', 'x', 'o', 'b', 'l', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 't', 'd', 'u', 'a', 'q', 'y', 'g', 'z', 'p']
x8/2 : ['w', 's', 'b', 'i', 'm', 'f', 'x', 'o', 'v', 'l', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 't', 'd', 'u', 'a', 'q', 'y', 'g', 'z', 'p']
s2 : ['z', 'p', 'w', 's', 'b', 'i', 'm', 'f', 'x', 'o', 'v', 'l', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 't', 'd', 'u', 'a', 'q', 'y', 'g']
x5/11 : ['z', 'p', 'w', 's', 'b', 'l', 'm', 'f', 'x', 'o', 'v', 'i', 'k', 'c', 'j', 'r', 'n', 'h', 'e', 't', 'd', 'u', 'a', 'q', 'y', 'g']
s8 : ['e', 't', 'd', 'u', 'a', 'q', 'y', 'g', 'z', 'p', 'w', 's', 'b', 'l', 'm', 'f', 'x', 'o', 'v', 'i', 'k', 'c', 'j', 'r', 'n', 'h']
x15/6 : ['e', 't', 'd', 'u', 'a', 'q', 'f', 'g', 'z', 'p', 'w', 's', 'b', 'l', 'm', 'y', 'x', 'o', 'v', 'i', 'k', 'c', 'j', 'r', 'n', 'h']
pf/j : ['e', 't', 'd', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'w', 's', 'b', 'l', 'm', 'y', 'x', 'o', 'v', 'i', 'k', 'c', 'f', 'r', 'n', 'h']
x10/0 : ['w', 't', 'd', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'e', 's', 'b', 'l', 'm', 'y', 'x', 'o', 'v', 'i', 'k', 'c', 'f', 'r', 'n', 'h']
s5 : ['c', 'f', 'r', 'n', 'h', 'w', 't', 'd', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'e', 's', 'b', 'l', 'm', 'y', 'x', 'o', 'v', 'i', 'k']
pm/d : ['c', 'f', 'r', 'n', 'h', 'w', 't', 'm', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'e', 's', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 'i', 'k']
s5 : ['x', 'o', 'v', 'i', 'k', 'c', 'f', 'r', 'n', 'h', 'w', 't', 'm', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'e', 's', 'b', 'l', 'd', 'y']
x7/5 : ['x', 'o', 'v', 'i', 'k', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'a', 'q', 'j', 'g', 'z', 'p', 'e', 's', 'b', 'l', 'd', 'y']
s6 : ['e', 's', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 'i', 'k', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'a', 'q', 'j', 'g', 'z', 'p']
pg/a : ['e', 's', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 'i', 'k', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q', 'j', 'a', 'z', 'p']
x1/9 : ['e', 'i', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 's', 'k', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q', 'j', 'a', 'z', 'p']
s4 : ['j', 'a', 'z', 'p', 'e', 'i', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 's', 'k', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q']
x3/14 : ['j', 'a', 'z', 'k', 'e', 'i', 'b', 'l', 'd', 'y', 'x', 'o', 'v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q']
s14 : ['v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q', 'j', 'a', 'z', 'k', 'e', 'i', 'b', 'l', 'd', 'y', 'x', 'o']
pj/k : ['v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'm', 'u', 'g', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l', 'd', 'y', 'x', 'o']
x12/10 : ['v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'g', 'u', 'm', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l', 'd', 'y', 'x', 'o']
s4 : ['d', 'y', 'x', 'o', 'v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'g', 'u', 'm', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l']
x15/3 : ['d', 'y', 'x', 'u', 'v', 's', 'p', 'r', 'f', 'c', 'n', 'h', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l']
pn/p : ['d', 'y', 'x', 'u', 'v', 's', 'n', 'r', 'f', 'c', 'p', 'h', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l']
x6/11 : ['d', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'f', 'c', 'p', 'n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'a', 'z', 'j', 'e', 'i', 'b', 'l']
pa/d : ['a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'f', 'c', 'p', 'n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'z', 'j', 'e', 'i', 'b', 'l']
x10/8 : ['a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p', 'c', 'f', 'n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'z', 'j', 'e', 'i', 'b', 'l']
s15 : ['n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'z', 'j', 'e', 'i', 'b', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p', 'c', 'f']
x9/11 : ['n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'e', 'j', 'z', 'i', 'b', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p', 'c', 'f']
s2 : ['c', 'f', 'n', 'w', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'e', 'j', 'z', 'i', 'b', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p']
x2/3 : ['c', 'f', 'w', 'n', 't', 'g', 'o', 'm', 'q', 'k', 'd', 'e', 'j', 'z', 'i', 'b', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p']
po/g : ['c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd', 'e', 'j', 'z', 'i', 'b', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p']
x12/15 : ['c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd', 'e', 'b', 'z', 'i', 'j', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p']
s15 : ['e', 'b', 'z', 'i', 'j', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'r', 'p', 'c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd']
x0/13 : ['r', 'b', 'z', 'i', 'j', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'e', 'p', 'c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd']
pj/p : ['r', 'b', 'z', 'i', 'p', 'l', 'a', 'y', 'x', 'u', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd']
x4/9 : ['r', 'b', 'z', 'i', 'u', 'l', 'a', 'y', 'x', 'p', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't', 'o', 'g', 'm', 'q', 'k', 'd']
s6 : ['o', 'g', 'm', 'q', 'k', 'd', 'r', 'b', 'z', 'i', 'u', 'l', 'a', 'y', 'x', 'p', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't']
x15/11 : ['o', 'g', 'm', 'q', 'k', 'd', 'r', 'b', 'z', 'i', 'u', 'p', 'a', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't']
pk/g : ['o', 'k', 'm', 'q', 'g', 'd', 'r', 'b', 'z', 'i', 'u', 'p', 'a', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't']
x5/12 : ['o', 'k', 'm', 'q', 'g', 'a', 'r', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'j', 'c', 'f', 'w', 'n', 't']
s3 : ['w', 'n', 't', 'o', 'k', 'm', 'q', 'g', 'a', 'r', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'j', 'c', 'f']
x9/4 : ['w', 'n', 't', 'o', 'r', 'm', 'q', 'g', 'a', 'k', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'j', 'c', 'f']
pj/a : ['w', 'n', 't', 'o', 'r', 'm', 'q', 'g', 'j', 'k', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v', 's', 'h', 'e', 'a', 'c', 'f']
s6 : ['s', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'm', 'q', 'g', 'j', 'k', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v']
x0/14 : ['j', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'm', 'q', 'g', 's', 'k', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v']
s12 : ['s', 'k', 'b', 'z', 'i', 'u', 'p', 'd', 'y', 'x', 'l', 'v', 'j', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'm', 'q', 'g']
x12/7 : ['s', 'k', 'b', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'l', 'v', 'd', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'm', 'q', 'g']
pm/k : ['s', 'm', 'b', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'l', 'v', 'd', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'k', 'q', 'g']
x2/0 : ['b', 'm', 's', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'l', 'v', 'd', 'h', 'e', 'a', 'c', 'f', 'w', 'n', 't', 'o', 'r', 'k', 'q', 'g']
s7 : ['n', 't', 'o', 'r', 'k', 'q', 'g', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'l', 'v', 'd', 'h', 'e', 'a', 'c', 'f', 'w']
x6/1 : ['n', 'g', 'o', 'r', 'k', 'q', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'l', 'v', 'd', 'h', 'e', 'a', 'c', 'f', 'w']
pa/l : ['n', 'g', 'o', 'r', 'k', 'q', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'j', 'y', 'x', 'a', 'v', 'd', 'h', 'e', 'l', 'c', 'f', 'w']
x14/5 : ['n', 'g', 'o', 'r', 'k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'q', 'y', 'x', 'a', 'v', 'd', 'h', 'e', 'l', 'c', 'f', 'w']
s12 : ['q', 'y', 'x', 'a', 'v', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'n', 'g', 'o', 'r', 'k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p']
x1/4 : ['q', 'v', 'x', 'a', 'y', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'n', 'g', 'o', 'r', 'k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p']
s10 : ['k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'q', 'v', 'x', 'a', 'y', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'n', 'g', 'o', 'r']
pn/g : ['k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'q', 'v', 'x', 'a', 'y', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'g', 'n', 'o', 'r']
x14/10 : ['k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'y', 'v', 'x', 'a', 'q', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'g', 'n', 'o', 'r']
s8 : ['l', 'c', 'f', 'w', 'g', 'n', 'o', 'r', 'k', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'y', 'v', 'x', 'a', 'q', 'd', 'h', 'e']
x6/8 : ['l', 'c', 'f', 'w', 'g', 'n', 'k', 'r', 'o', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'p', 'y', 'v', 'x', 'a', 'q', 'd', 'h', 'e']
po/p : ['l', 'c', 'f', 'w', 'g', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o', 'y', 'v', 'x', 'a', 'q', 'd', 'h', 'e']
s8 : ['y', 'v', 'x', 'a', 'q', 'd', 'h', 'e', 'l', 'c', 'f', 'w', 'g', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o']
x1/10 : ['y', 'f', 'x', 'a', 'q', 'd', 'h', 'e', 'l', 'c', 'v', 'w', 'g', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o']
pc/a : ['y', 'f', 'x', 'c', 'q', 'd', 'h', 'e', 'l', 'a', 'v', 'w', 'g', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o']
x9/2 : ['y', 'f', 'a', 'c', 'q', 'd', 'h', 'e', 'l', 'x', 'v', 'w', 'g', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o']
pg/h : ['y', 'f', 'a', 'c', 'q', 'd', 'g', 'e', 'l', 'x', 'v', 'w', 'h', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o']
s15 : ['w', 'h', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 's', 'z', 'i', 'u', 'o', 'y', 'f', 'a', 'c', 'q', 'd', 'g', 'e', 'l', 'x', 'v']
x10/11 : ['w', 'h', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'm', 'z', 's', 'i', 'u', 'o', 'y', 'f', 'a', 'c', 'q', 'd', 'g', 'e', 'l', 'x', 'v']
pc/m : ['w', 'h', 'n', 'k', 'r', 'p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'o', 'y', 'f', 'a', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'v']
x14/4 : ['w', 'h', 'n', 'k', 'o', 'p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'r', 'y', 'f', 'a', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'v']
s8 : ['m', 'q', 'd', 'g', 'e', 'l', 'x', 'v', 'w', 'h', 'n', 'k', 'o', 'p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'r', 'y', 'f', 'a']
x11/7 : ['m', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v', 'o', 'p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'r', 'y', 'f', 'a']
s13 : ['p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'r', 'y', 'f', 'a', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v', 'o']
x9/12 : ['p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'a', 'y', 'f', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v', 'o']
s1 : ['o', 'p', 'j', 't', 'b', 'c', 'z', 's', 'i', 'u', 'a', 'y', 'f', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v']
x6/2 : ['o', 'p', 'z', 't', 'b', 'c', 'j', 's', 'i', 'u', 'a', 'y', 'f', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v']
pj/b : ['o', 'p', 'z', 't', 'j', 'c', 'b', 's', 'i', 'u', 'a', 'y', 'f', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v']
x1/12 : ['o', 'f', 'z', 't', 'j', 'c', 'b', 's', 'i', 'u', 'a', 'y', 'p', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n', 'v']
s1 : ['v', 'o', 'f', 'z', 't', 'j', 'c', 'b', 's', 'i', 'u', 'a', 'y', 'p', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n']
x10/6 : ['v', 'o', 'f', 'z', 't', 'j', 'u', 'b', 's', 'i', 'c', 'a', 'y', 'p', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'h', 'n']
ph/i : ['v', 'o', 'f', 'z', 't', 'j', 'u', 'b', 's', 'h', 'c', 'a', 'y', 'p', 'r', 'm', 'q', 'd', 'g', 'e', 'l', 'x', 'k', 'w', 'i', 'n']
